Record ID,Entered name,Entered name author,Current name,Current name author,Current name TVK,Common name,Species notes,Site notes,Locality,Vice county,Country,Grid ref.,Lon,Lat,Altitude,Date,Date Start,Date End,Substrate,Substrate Qualifier,Other Substrate,FRDBI no,Literature,Other Literature,Source,Morph,NCC Ecosystem,Associations,VCname (Ent),VCnum (Ent),County,Certainty,Abundance,Licence,Start Year,End Year
21284586,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Lockwood Beck area, near Loftus",North-east Yorkshire,England,NZ61,-0.997,54.526,,01/01/1992 to 31/12/1992,1/1/1992,31/12/1992,,,,793790,,,,,,Larch (Larix),"Yorkshire, North-east",62,,Certain,,,1992,1992
9244324,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Forest of Dean general records,Herefordshire | West Gloucestershire,England,SO61,-2.509,51.833,100,11/10/2013,11/10/2013,11/10/2013,soil,litter,,1894445,,,,,A13 Mixed woodland,Broadleaf (Anthophyta),"Gloucestershire, West",34,,Certain,,,2013,2013
9563803,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,The Mens,West Sussex,England,TQ02,-0.505,51.015,,8/9/1979,8/9/1979,8/9/1979,,,,28867,,,,,,,"Sussex, West",13,,Certain,,,1979,1979
9564191,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,The Mens,West Sussex,England,TQ02,-0.505,51.015,,8/9/1979,8/9/1979,8/9/1979,,,,28868,,,,,,,"Sussex, West",13,,Certain,,,1979,1979
9565669,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Storthes Hall,South-west Yorkshire,England,SE1812,-1.722,53.609,,4/9/1996,4/9/1996,4/9/1996,,,,324062,,,,,B Grassland & Marsh,Larch (Larix),"Yorkshire, South-west",63,,Certain,,,1996,1996
12874779,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Penn Wood,Buckinghamshire,England,SU9196,-0.679,51.66,,30/8/2006,30/8/2006,30/8/2006,soil,,Under tree,1491532,,,,,,Larch (Larix),Buckinghamshire,24,,Certain,,,2006,2006
12874787,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Penn Wood,Buckinghamshire,England,SU9196,-0.679,51.66,,13/10/2006,13/10/2006,13/10/2006,soil,,Under tree,1491534,,,,,,Larch (Larix),Buckinghamshire,24,,Certain,,,2006,2006
12884108,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Penn Wood,Buckinghamshire,England,SU9296,-0.664,51.66,,01/09/1999 to 30/09/1999,1/9/1999,30/9/1999,,,,537527,,,,,,,Buckinghamshire,24,,Certain,,,1999,1999
24549961,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Penn Wood (W/Trust),Buckinghamshire,England,SU9296,-0.664,51.66,,23/8/2001,23/8/2001,23/8/2001,,,,984646,,,,,,Larch (Larix),Buckinghamshire,24,,Certain,,,2001,2001
9566360,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,St Leonards Forest,West Sussex | East Sussex,England,TQ22,-0.22,51.011,,10/9/1979,10/9/1979,10/9/1979,,,,28703,,,,,,,"Sussex, West",13,,Certain,,,1979,1979
7758374,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,Liverpool 27: Childwall Golf Course,South Lancashire,England,SJ4489,-2.836,53.399,,28/8/2018,28/8/2018,28/8/2018,soil,,,,,,,,A122 Coniferous plantation,Larch (Larix),"Lancashire, South",,Merseyside,Certain,10,,2018,2018
9346109,Boletus bovinus,L.,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Delamere Forest,Cheshire,England,SJ5570,-2.668,53.23,,7/9/1972,7/9/1972,7/9/1972,,,,128311,,,,,,,Cheshire,58,,Certain,,,1972,1972
9519344,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,Boletus elegans,,Wytham Park,Oxfordshire | Berkshire,England,SP40,-1.35,51.742,,17/9/1949,17/9/1949,17/9/1949,,,,4412,,,,,,,Oxfordshire,23,,Certain,,,1949,1949
10135375,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Forest of Wyre,Shropshire | Staffordshire | Worcestershire,England,SO77,-2.369,52.372,,01/10/1997 to 31/10/1997,1/10/1997,31/10/1997,leaf,litter,,1982407,,,List from John Bingham.,T,A122 Coniferous plantation,Gymnospermae,Shropshire (Salop),40,,Certain,,,1997,1997
10137038,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Forest of Wyre,Shropshire | Staffordshire | Worcestershire,England,SO77,-2.369,52.372,,01/01/1999 to 31/12/1999,1/1/1999,31/12/1999,leaf,litter,needle,1193728,,,From a list provided by John Bingham of his records for the forest of Wyre 1976-2000,,A12 Coniferous woodland,Gymnospermae,Shropshire (Salop),40,,Certain,,,1999,1999
10137072,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Forest of Wyre,Shropshire | Staffordshire | Worcestershire,England,SO77,-2.369,52.372,,01/10/1999 to 31/10/1999,1/10/1999,31/10/1999,leaf,litter,needle,1193724,,,From a list provided by John Bingham of his records for the forest of Wyre 1976-2000,,A12 Coniferous woodland,Gymnospermae,Shropshire (Salop),40,,Certain,,,1999,1999
10415467,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Forest of Wyre,Shropshire | Staffordshire | Worcestershire,England,SO77,-2.369,52.372,,01/11/1999 to 30/11/1999,1/11/1999,30/11/1999,leaf,litter,needle,1193725,,,From a list provided by John Bingham of his records for the forest of Wyre 1976-2000,,A12 Coniferous woodland,Gymnospermae,Worcestershire,37,,Certain,,,1999,1999
14970073,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Liverpool 27: Childwall Golf Course,South Lancashire,England,SJ4489,-2.836,53.399,,26/7/2007,26/7/2007,26/7/2007,soil,,,1905831,,,,,A132 Mixed plantation,Larch (Larix),"Lancashire, South",59,,Certain,6,,2007,2007
14975320,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,very common. Usual site.,,Liverpool 27: Childwall Golf Course,South Lancashire,England,SJ4489,-2.836,53.399,,9/8/2010,9/8/2010,9/8/2010,soil,,,1906891,,,,,A1 Woodland,Larch (Larix),"Lancashire, South",59,,Certain,50,,2010,2010
14977730,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,very common. Usual site.,,Liverpool 27: Childwall Golf Course,South Lancashire,England,SJ4489,-2.836,53.399,,22/8/2011,22/8/2011,22/8/2011,soil,,,1907288,,,,,A1 Woodland,Larch (Larix),"Lancashire, South",59,,Certain,10,,2011,2011
14979015,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,"first for the site with very young planted tree. Did the fungus com,e with the tree?",,Liverpool 27: Childwall Golf Course,South Lancashire,England,SJ4489,-2.836,53.399,,21/9/2011,21/9/2011,21/9/2011,soil,,,1907448,,,,,A3 Parkland & scattered trees,,"Lancashire, South",59,,Certain,1,,2011,2011
21948984,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Liverpool 27: Childwall Golf Course,South Lancashire,England,SJ4489,-2.836,53.399,,1/7/1998,1/7/1998,1/7/1998,soil,,,,,,,,A3 Parkland & scattered trees,Larch (Larix),"Lancashire, South",59,Merseyside,Certain,1,,1998,1998
21950076,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Liverpool 27: Childwall Golf Course,South Lancashire,England,SJ4489,-2.836,53.399,,25/8/1999,25/8/1999,25/8/1999,soil,,,,,,,,A3 Parkland & scattered trees,Larch (Larix),"Lancashire, South",59,Merseyside,Certain,3,,1999,1999
4714900,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Brede High Wood,East Sussex,England,TQ798206,0.559,50.957,,12/10/2016,12/10/2016,12/10/2016,soil,,,,,,,,,Scots Pine (Pinus sylvestris),"Sussex, East",,,Certain,,,2016,2016
12822025,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Brede High Woods,East Sussex,England,TQ79582081,0.556,50.959,,25/9/2018,25/9/2018,25/9/2018,soil,,,,,,,,,Scots Pine (Pinus sylvestris),"Sussex, East",,,Certain,,,2018,2018
12822036,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Brede High Woods,East Sussex,England,TQ79582081,0.556,50.959,,25/9/2018,25/9/2018,25/9/2018,soil,,,,,,,,,Scots Pine (Pinus sylvestris),"Sussex, East",,,Certain,,,2018,2018
24626891,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,College Wood,North Lincolnshire,England,TF1275,-0.315,53.265,,6/10/1984,6/10/1984,6/10/1984,leaf,litter,,286252,,,,,A13 Mixed woodland,Pine (Pinus),"Lincolnshire, North",54,,Certain,,,1984,1984
12881799,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Common Wood, Penn",Buckinghamshire,England,SU912947,-0.683,51.644,,11/10/2003,11/10/2003,11/10/2003,soil,,Under tree,1484135,,,,,,Larch (Larix),Buckinghamshire,24,,Certain,,,2003,2003
12881801,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Common Wood, Penn",Buckinghamshire,England,SU912947,-0.683,51.644,,8/7/2004,8/7/2004,8/7/2004,soil,,Under tree,1484136,,,,,,Larch (Larix),Buckinghamshire,24,,Certain,,,2004,2004
8979375,Suillus elegans,(P. Karst.) Snell,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"White Down, near Dorking",Surrey,England,TQ15,-0.352,51.283,,23/9/1995,23/9/1995,23/9/1995,soil,,,224288,,,,,,Scots Pine (Pinus sylvestris),Surrey,17,,Certain,,,1995,1995
9565977,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,Box Hill,Surrey,England,TQ15,-0.352,51.283,,6/9/1979,6/9/1979,6/9/1979,,,,28319,,,,,,,Surrey,17,,Certain,,,1979,1979
24678173,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,(Identification status: F),,Hindhead,North Hampshire | West Sussex | Surrey,England,SU83,-0.787,51.108,,5/10/1974,5/10/1974,5/10/1974,,,,416742,,,,,,Pine (Pinus),Surrey,17,,Certain,,,1974,1974
29529484,Suillus cavipes,(Klotzsch) A.H. Sm. & Thiers,Suillus cavipes,(Klotzsch) A.H. Sm. & Thiers,NHMSYS0001499272,Hollow Bolete,hillside (under trees),,Beinn Damh,West Ross,Scotland,NG85,-5.593,57.534,,27/9/1977,27/9/1977,27/9/1977,soil,acidic,,897592,,,,,,Larch (Larix),"Ross, West",105,,Certain,,,1977,1977
29324724,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Mowley Wood West 3459,Herefordshire,England,SO3459,-2.96,52.23,,10/11/2022,10/11/2022,10/11/2022,soil,,,,,,,,,Scots Pine (Pinus sylvestris),,36,Herefordshire,,,,2022,2022
10663041,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Mouse Castle,Herefordshire,England,SO2442,-3.103,52.076,200,29/9/1979,29/9/1979,29/9/1979,,,,336048,,,,,A11 Broad-leaved woodland,,Herefordshire,36,,Certain,,,1979,1979
21299756,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Forge Valley, near Scarborough",North-east Yorkshire | South-east Yorkshire,England,SE98,-0.543,54.252,,12/9/1968,12/9/1968,12/9/1968,,,,786381,,,,,,,"Yorkshire, North-east",62,,Certain,,,1968,1968
21509929,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,"Silpho Moor, near Scarborough",North-east Yorkshire,England,SE99,-0.54,54.342,,23/9/1952,23/9/1952,23/9/1952,,,,840835,,,,,,,"Yorkshire, North-east",62,,Certain,,,1952,1952
24550029,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Whippendell Woods,Hertfordshire,England,TQ0797,-0.447,51.666,,9/10/1984,9/10/1984,9/10/1984,,,,984653,,,,,,,Hertfordshire,20,,Certain,,,1984,1984
29617607,Boletus luteus,Grev.,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Dipton Woods,South Northumberland,England,NY96,-2.08,54.98,,21/9/1933,21/9/1933,21/9/1933,,,,180400,,,,,,,"Northumberland, South",67,,Certain,,,1933,1933
9335402,Boletus elegans nom. illegit.,Schumach.,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Knightwood & Vinney Ridge,South Hampshire,England,SU20,-1.646,50.844,,13/9/1954,13/9/1954,13/9/1954,,,,190977,,,,,,,"Hampshire, South",11,,Certain,,,1954,1954
9565511,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Winkworth Arboretum,Surrey,England,SU94,-0.642,51.196,,11/9/1979,11/9/1979,11/9/1979,,,,29004,,,,,,,Surrey,17,,Certain,,,1979,1979
11611655,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,heathland with pine trees,,Witley Common,Surrey,England,SU94,-0.642,51.196,,4/10/1974,4/10/1974,4/10/1974,soil,,,379004,,,,,,Pine (Pinus),Surrey,17,,Certain,,,1974,1974
11611957,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,Witley Common,Surrey,England,SU94,-0.642,51.196,,11/9/1977,11/9/1977,11/9/1977,leaf,litter,needle,379183,,,,,A12 Coniferous woodland,Pine (Pinus),Surrey,17,,Certain,,,1977,1977
11612130,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,pine woods on heathland,,Witley Common,Surrey,England,SU94,-0.642,51.196,,26/10/1991,26/10/1991,26/10/1991,soil,litter,,380256,,,,,,Pine (Pinus),Surrey,17,,Certain,,,1991,1991
11627265,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Millyford Bridge,South Hampshire,England,SU20,-1.646,50.844,,3/10/1998,3/10/1998,3/10/1998,soil,litter,,384784,,,,,A132 Mixed plantation,Pine (Pinus),"Hampshire, South",11,,Certain,,,1998,1998
11630522,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Millyford Bridge,South Hampshire,England,SU20,-1.646,50.844,,24/9/1998,24/9/1998,24/9/1998,leaf,litter,,384339,,,,,A132 Mixed plantation,Spruce (Picea),"Hampshire, South",11,,Certain,,,1998,1998
11673796,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,Under a solitary larch tree by the General's Pond.,,Puttenham Common,Surrey,England,SU9146,-0.691,51.21,,9/9/2004,9/9/2004,9/9/2004,,,soil (at edge of a path under trees),1232669,,,,,A131 Mixed semi-natural,Larch (Larix),Surrey,17,,Certain,,,2004,2004
12122835,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,RHONDDA: Maerdy Colliery,Glamorganshire,Wales,SS966995,-3.496,51.685,,23/10/2019,23/10/2019,23/10/2019,soil,,,,"Fungi of Temperate Europe, Læssøe, T., Petersen, J.H., 2019",,,,J Miscellaneous,Hybrid Larch (Larix decidua x kaempferi = L. x marschlinsii),Glamorgan,41,Mid Glamorgan,Certain,,,2019,2019
18077899,Larch Bolete,,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Melford Hall parkland,West Suffolk,England,TL871460,0.73,52.081,,19/10/2020,19/10/2020,19/10/2020,soil,,,,"Collins Complete British Mushrooms and Toadstools: The essential photograph guide to Britain's fungi, Sterry, P.; Hughes, B., 2009",,,,,European Larch (Larix decidua),,,,Certain,,,2020,2020
18181476,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Stourton Pit,Staffordshire,England,SO86728421,-2.197,52.456,,6/11/2020,6/11/2020,6/11/2020,soil,,,,,,,,,,Staffordshire,,,Certain,,,2020,2020
19191161,Suillus flavidus,(Fr.) J. Presl,Suillus flavidus,(Fr.) J. Presl,NHMSYS0001499275,Jellied Bolete,,,Curr Wood,Moray,Scotland,NH9923,-3.669,57.291,,15/8/2005,15/8/2005,15/8/2005,soil,,,,,,,,,Pine (Pinus),Moray (Elgin),,,,,,2005,2005
20485538,Suillus viscidus,(L.) Roussel,Suillus viscidus,(L.) Roussel,NHMSYS0001499288,Sticky Bolete,x18 with pine birch rhododendron and butterfly tree. Cap sticky to 8cm. ,,"Minley Wood, Hampshire",North Hampshire,England,SU81725741,-0.829,51.31,,16/10/2020,16/10/2020,16/10/2020,soil,,,,,,,,,Pine (Pinus); Birch (Betula); Rhododenron (Rhododendron),"Hampshire, North",,Hampshire,Certain,18 specimens,,2020,2020
23169972,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,Very glutinous,,"Leamington, Sydenham",Warwickshire,England,SP332644,-1.514,52.277,,2/11/2021,2/11/2021,2/11/2021,,,,,,,,,,Scots Pine (Pinus sylvestris),Warwickshire,,,,,,2021,2021
27685629,Suillus grevillei f. badius,(Singer) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Monadh Mor,East Ross,Scotland,NH578528,-4.377,57.543,,6/8/2022,6/8/2022,6/8/2022,soil,,mossy litter,,,,,,,European Larch (Larix decidua),"Ross, East",106,,Certain,,,2022,2022
28106698,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Knots Wood,West Lancashire,England,SD5162,-2.742,54.056,100,14/9/2022,14/9/2022,14/9/2022,soil,,,,,,,,A131 Mixed semi-natural,Scots Pine (Pinus sylvestris),"Lancashire, West",60,Lancashire,Certain,,,2022,2022
28892280,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Loch Lomond: Inchmoan,Dunbartonshire,Scotland,NS37679068,-4.61,56.081,,25/9/2022,25/9/2022,25/9/2022,,,,,,,,,,Scots Pine (Pinus sylvestris),,,,,,,2022,2022
4688578,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Tholt Y Will,Isle of Man,Isle of Man,SC3789,-4.497,54.275,,20/10/2015,20/10/2015,20/10/2015,soil,,,,,,,,A13 Mixed woodland,Pine (Pinus),Isle of Man,,,,,,2015,2015
4818196,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Broadwater Warren,East Sussex,England,TQ559364,0.226,51.106,,29/10/2016,29/10/2016,29/10/2016,soil,,,,,,,,,Scots Pine (Pinus sylvestris),"Sussex, East",,,Certain,,,2016,2016
5979265,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,"heathland of heather, gorse and scattered Betula occasionally inhabited by livestock",Formby: Freshfield Dune Heath Nature Reserve,South Lancashire,England,SD2909,-3.066,53.577,,30/9/2017,30/9/2017,30/9/2017,soil,,,,,,,,D Heathland,Pinopsida,"Lancashire, South",,Merseyside,Certain,200,,2017,2017
6174114,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Liverpool 24: Speke Hall,South Lancashire,England,SJ4282,-2.865,53.336,,9/11/2017,9/11/2017,9/11/2017,soil,,,,,,,,J12 Amenity grassland,Scots Pine (Pinus sylvestris),"Lancashire, South",,Merseyside,Certain,30,,2017,2017
6555844,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Broadwater Warren,East Sussex,England,TQ553370,0.218,51.112,,20/10/2017,20/10/2017,20/10/2017,soil,,,,,,,,,Scots Pine (Pinus sylvestris),"Sussex, East",,,Certain,,,2017,2017
6593150,Suillus flavidus,(Fr.) J. Presl,Suillus flavidus,(Fr.) J. Presl,NHMSYS0001499275,Jellied Bolete,,,"Kentra Bay, Acharacle",West Inverness-shire,Scotland,NM6269,-5.887,56.756,,21/8/2010,21/8/2010,21/8/2010,soil,,,,"Mushrooms, Phillips, R., 2006",,,,,Scots Pine (Pinus sylvestris),"Inverness-shire, West",,Highlands and Islands,Certain,,,2010,2010
6618750,Suillus cavipes,(Klotzsch) A.H. Sm. & Thiers,Suillus cavipes,(Klotzsch) A.H. Sm. & Thiers,NHMSYS0001499272,Hollow Bolete,,,"Lords Wood area, Great Doward",Herefordshire,England,SO550153,-2.654,51.835,,20/9/2015,20/9/2015,20/9/2015,,,,,,,,,,European Larch (Larix decidua),Herefordshire,36,,Certain,,,2015,2015
7951833,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,"Milfield, Redscar Bridge",North Northumberland,England,NT95103437,-2.079,55.603,,13/9/2018,13/9/2018,13/9/2018,soil,,,,,,,,,Scots Pine (Pinus sylvestris),"Northumberland, North (Cheviot)",,,Certain,,,2018,2018
8627581,Suillus cavipes,(Klotzsch) A.H. Sm. & Thiers,Suillus cavipes,(Klotzsch) A.H. Sm. & Thiers,NHMSYS0001499272,Hollow Bolete,,,Kyloe Woods,North Northumberland,England,NU03793896,-1.941,55.644,,21/10/2018,21/10/2018,21/10/2018,soil,coniferous,,,,,,,,Larch (Larix),"Northumberland, North (Cheviot)",,,Certain,,,2018,2018
8742397,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Venford Reservoir,South Devon,England,SX683707,-3.859,50.522,,16/9/2018,16/9/2018,16/9/2018,soil,,,,,,,,A122 Coniferous plantation,Pine (Pinus),"Devon, South",,Devon,Certain,,,2018,2018
9015768,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,"Dorlin, Moidart",West Inverness-shire,Scotland,NM7072,-5.759,56.787,,7/10/1984,7/10/1984,7/10/1984,,,,351446,,,,,,Pine (Pinus),"Inverness-shire, West",97,,Certain,,,1984,1984
9016909,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Kew: Royal Botanic Gardens,Surrey | Middlesex,England,TQ17,-0.346,51.462,,20/11/1973,20/11/1973,20/11/1973,,,,479966,,,,,,,Surrey,17,,Certain,,,1973,1973
9017360,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,"Kew: Royal Botanic Gardens, Alpine House",Surrey | Middlesex,England,TQ17,-0.346,51.462,,5/11/1973,5/11/1973,5/11/1973,,,,480125,,,,,,,Surrey,17,,Certain,,,1973,1973
9033440,Suillus flavidus,(Fr.) J. Presl,Suillus flavidus,(Fr.) J. Presl,NHMSYS0001499275,Jellied Bolete,,,Culbin,Moray | East Ross | East Inverness-shire,Scotland,NH96,-3.762,57.663,,9/9/1963,9/9/1963,9/9/1963,soil,,,952953,,,,,,,Moray (Elgin),95,,Certain,,,1963,1963
9040805,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Wellington Country Park,North Hampshire,England,SU726627,-0.958,51.359,,10/10/2001,10/10/2001,10/10/2001,soil,,,1296906,,,,,,Pine (Pinus),"Hampshire, North",12,,Certain,,,2001,2001
9041865,Suillus flavidus,(Fr.) J. Presl,Suillus flavidus,(Fr.) J. Presl,NHMSYS0001499275,Jellied Bolete,,,"Loch Thormid, Broubster Plantation",Caithness,Scotland,ND012578,-3.696,58.498,,20/9/2008,20/9/2008,20/9/2008,soil,,,1500364,,,,,,Pine (Pinus),,,,Certain,,,2008,2008
9055821,Suillus flavidus,(Fr.) J. Presl,Suillus flavidus,(Fr.) J. Presl,NHMSYS0001499275,Jellied Bolete,,,"Windsor Forest, Forestgate South",Berkshire,England,SU945718,-0.641,51.438,,25/10/1997,25/10/1997,25/10/1997,leaf,,,1642770,,,,,,Bog Moss (Sphagnum),Berkshire,22,,Certain,,,1997,1997
9056500,Suillus cavipes,(Klotzsch) A.H. Sm. & Thiers,Suillus cavipes,(Klotzsch) A.H. Sm. & Thiers,NHMSYS0001499272,Hollow Bolete,H2012/01081 (G. Mueller H2012/01082 MSA for DNA),,"Rothbury (near), Thrunton Wood",North Northumberland,England,NU085098,-1.867,55.383,,14/9/2001,14/9/2001,14/9/2001,soil,,,1784928,,,,,,European Larch (Larix decidua),,,,Certain,,,2001,2001
9056600,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,"Ascot (near), Silwood Park",Berkshire,England,SU946686,-0.641,51.409,,5/10/2002,5/10/2002,5/10/2002,soil,,,1785247,,,,,,Scots Pine (Pinus sylvestris),Berkshire,22,,Certain,,,2002,2002
9057968,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,"New Forest, Vinney Ridge",South Hampshire,England,SU250050,-1.646,50.844,,2/10/2001,2/10/2001,2/10/2001,,,gravel & soil,1786881,,,,,,Scots Pine (Pinus sylvestris),"Hampshire, South",11,,Certain,,,2001,2001
9117882,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,"Pembroke Dock, Military Cemetery",Pembrokeshire,Wales,SM973038,-4.934,51.697,,18/10/2006,18/10/2006,18/10/2006,soil,,,1303487,"Mushrooms, Phillips, R., 2006",,,,J12 Amenity grassland,Pine (Pinus),Pembrokeshire,45,,Certain,,,2006,2006
